username,price,avg_likes,avg_comments,followers
trollrapir,44000,3412.5,200.5,20034
Saeed_turk_ahar,15400,179.8,7.2,11688
nazanin_parva1,110000,1873.3,64.3,11385
vilamodern.original,330000,33.1,5.6,12738
sekans_tanz,55000,11.0,0.3,863
Soheil_travel,275000,1457.8,92.1,12229
batogram,44000,186.5,3.0,10669
Nasrabadi,110000,287.3,8.9,11033
mhmdrza.jfrpur,33000,584.2,75.7,11978
Export.oman,550000,512.6,23.9,11633
onyx.kitchen,550000,78.5,4.1,11208
Tabiat_iran20,16500,113.7,3.4,555
hadi.prh,88000,766.8,43.4,11011
decorina_,165000,82.8,1.2,10228
Mobina_life_stylee,110000,38.1,97.3,12114
iran_art_shop,16500,2.4,0.0,107
artimiskala,5500,47.6,3.7,9939
concert_land,22000,88.6,0.9,10638
Classicstudio_kids,110000,132.6,9.3,11226
1mashin.ir,16500,84.0,1.3,10741
shadab_teb,11000,70.3,0.5,10973
azam._.azizi,38500,1080.0,79.4,10742
tehranfouri,55000,225.6,2.6,11373
Game.of.thrones9892,27500,7.2,0.0,109
shicnews,22000,848.7,24.9,8365
ho3yn_m,7700,527.1,1.9,10492
__fc.sandwiiiich__,55000,42.5,18.6,27193
civilx7,16500,474.5,68.8,18783
tamrino.ir,330000,15.1,0.2,10264
pakdashttfori,66000,1935.6,76.0,23450
hypersport.ir,132000,553.4,8.3,12550
saharshadloo,77000,708.4,6.4,10358
tehranruby,33000,125.4,2.6,10817
Ng_farahani,16500,389.2,26.8,9983
idea_banoo20,60500,520.2,20.7,111348
Kafsharzan_99,165000,74.1,10.7,12400
younestorabi__,55000,1092.9,10.2,11982
Mehdi_mohammadiyan2,110000,197.4,13.8,9879
yasamanhyy,275000,20.0,8.6,9765
sahra__bano,66000,81.4,0.1,9264
braincastmedia,1100000,486.8,33.4,13854
Paki.club,110000,166.5,13.2,8722
motor4charkh.markazi,110000,182.5,23.5,10396
moomayneh,44000,118.2,0.7,8814
mohammadii_mr,55000,789.6,19.6,8019
1fafa,12100,116.4,13.0,8065
iriweather,22000,250.4,7.1,8650
ashpaziibama,110000,58.5,1.1,8266
majidkazemikashan,3300,109.7,3.3,8088
kishnama,55000,16.9,1.6,12644
bazar_ahar,9900,198.2,2.2,8462
tajhizyaragh,220000,370.6,41.9,10929
Khayati_shahroo,55000,819.0,7.8,7939
pw.mohsen,99000,704.8,58.4,9256
foodsetup.ir,55000,42.4,1.1,6503
kamiyontv,27500,223.8,6.3,7676
ahlekomak,22000,37.8,1.8,6642
amirhosseindehghan1,110000,62.8,6.4,6679
iranianforum,220000,138.5,20.7,7447
srbiau_students,88000,292.9,5.2,12688
cafegardi_tehran,88000,637.7,130.3,7532
Thehamedrajabi,330000,473.7,19.0,10614
academykazemi,20900,40.3,2.6,6245
Shiraz_surpris,165000,442.8,121.7,10417
afouscity,44000,883.3,27.2,7306
Rashasaze.ir,4400,95.8,5.4,6739
kiau_daneshjoo,88000,299.7,7.1,11103
mrcodeir,55000,722.2,9.9,5085
quizonline24.ir,5500,49.6,3.3,5208
darolfunun,220000,117.3,23.9,10403
Epol.ir,22000,97.2,3.3,5446
Viladiba1,11000,65.8,7.5,6605
abzarnejat,55000,97.7,2.7,5229
zounkan.fitness,33000,916.5,39.8,4098
iotjournal.ir,33000,107.0,1.0,6387
esfahancenter,55000,811.4,18.3,11940
