username,avg_likes,avg_comments,followers,price
Faribakarami9,30.1,0.9,12579,440000
cinemar_2,40.6,0.2,12627,17600
mit24.ir,152.5,85.4,10619,44000
Farhad_zandvakili_fanpage1,3.3,14.9,12508,22000
Sums_ac,85.1,2.7,13128,22000
Chakadclub,147.6,4.4,14514,165000
mahoorbeautyshop,32.1,1.4,11640,11000
xiaomibaaz,12620.9,1797.0,108984,220000
MILAN.persian,2609.2,60.2,20543,14300
alirezaerfan59_official,309.9,2.4,11469,165000
darmanbnd,51.0,0.5,11945,3850
sketches.ir,5.0,0.5,43,5500
soroshazmalab,125.4,0.3,11229,165000
Negin.s4s4,296.8,96.0,15779,5500
sahar__gram,2016.3,10.1,100693,16500
sajad_parvaneh,214.5,19.5,11595,44000
Nafasii_ghahroudi,682.7,27.6,11734,44000
trollrapir,3412.5,200.5,20034,44000
Saeed_turk_ahar,179.8,7.2,11688,16500
nazanin_parva1,1873.3,64.3,11385,110000
vilamodern.original,33.1,5.6,12738,110000
sekans_tanz,11.0,0.3,863,44000
Soheil_travel,1457.8,92.1,12229,165000
batogram,186.5,3.0,10669,22000
Nasrabadi,287.3,8.9,11033,220000
mhmdrza.jfrpur,584.2,75.7,11978,33000
Export.oman,512.6,23.9,11633,275000
onyx.kitchen,78.5,4.1,11208,220000
Tabiat_iran20,113.7,3.4,555,11000
hadi.prh,766.8,43.4,11011,77000
decorina_,82.8,1.2,10228,110000
Mobina_life_stylee,38.1,97.3,12114,55000
iran_art_shop,2.4,0.0,107,11000
artimiskala,47.6,3.7,9939,5500
concert_land,88.6,0.9,10638,11000
Classicstudio_kids,132.6,9.3,11226,110000
1mashin.ir,84.0,1.3,10741,16500
mazandaran_uni,326.9,3.5,12421,71500
shadab_teb,70.3,0.5,10973,16500
azam._.azizi,1080.0,79.4,10742,22000
tehranfouri,225.6,2.6,11373,44000
Game.of.thrones9892,7.2,0.0,109,11000
shicnews,848.7,24.9,8365,22000
ho3yn_m,527.1,1.9,10492,7150
__fc.sandwiiiich__,42.5,18.6,27193,33000
civilx7,474.5,68.8,18783,16500
tamrino.ir,15.1,0.2,10264,110000
pakdashttfori,1935.6,76.0,23450,49500
yasijasmin4,6545.8,78.5,15149,165000
hypersport.ir,553.4,8.3,12550,143000
saharshadloo,708.4,6.4,10358,77000
tehranruby,125.4,2.6,10817,22000
1clipfun1,0.1,0.0,1,22000
Ng_farahani,389.2,26.8,9983,16500
hamid._mehdipour,-1.0,10.3,9978,1100
idea_banoo20,520.2,20.7,111348,33000
Kafsharzan_99,74.1,10.7,12400,55000
younestorabi__,1092.9,10.2,11982,55000
Mehdi_mohammadiyan2,197.4,13.8,9879,55000
yasamanhyy,20.0,8.6,9765,275000
sahra__bano,81.4,0.1,9264,55000
braincastmedia,486.8,33.4,13854,550000
Paki.club,166.5,13.2,8722,110000
motor4charkh.markazi,182.5,23.5,10396,66000
moomayneh,118.2,0.7,8814,44000
mohammadii_mr,789.6,19.6,8019,38500
1fafa,116.4,13.0,8065,11000
iriweather,250.4,7.1,8650,13200
ashpaziibama,58.5,1.1,8266,55000
Memarstar,0.2,0.0,17,8800
majidkazemikashan,109.7,3.3,8088,2200
kishnama,16.9,1.6,12644,27500
bazar_ahar,198.2,2.2,8462,7700
tajhizyaragh,370.6,41.9,10929,110000
Khayati_shahroo,819.0,7.8,7939,55000
pw.mohsen,704.8,58.4,9256,55000
foodsetup.ir,42.4,1.1,6503,77000
kamiyontv,223.8,6.3,7676,16500
ahlekomak,37.8,1.8,6642,27500
amirhosseindehghan1,62.8,6.4,6679,165000
iranianforum,138.5,20.7,7447,110000
srbiau_students,292.9,5.2,12688,77000
cafegardi_tehran,637.7,130.3,7532,27500
Thehamedrajabi,473.7,19.0,10614,220000
academykazemi,40.3,2.6,6245,11000
Shiraz_surpris,442.8,121.7,10417,110000
afouscity,883.3,27.2,7306,60500
Rashasaze.ir,95.8,5.4,6739,2200
kiau_daneshjoo,299.7,7.1,11103,77000
mrcodeir,722.2,9.9,5085,110000
navayezendegi.ir,0.1,10.9,5478,5500
quizonline24.ir,49.6,3.3,5208,2750
darolfunun,117.3,23.9,10403,110000
Epol.ir,97.2,3.3,5446,11000
Viladiba1,65.8,7.5,6605,110000
abzarnejat,97.7,2.7,5229,82500
zounkan.fitness,916.5,39.8,4098,22000
iotjournal.ir,107.0,1.0,6387,22000
esfahancenter,811.4,18.3,11940,33000
cactusiism,0.8,0.2,23,5500
golkar_tv,227.7,1.2,10765,16500
nodijeh,255.3,10.2,4975,5500
elite.gallery,72.0,1.1,3560,22000
Trucks_land,2515.0,53.8,10752,66000
pastoobook,1116.7,88.3,9131,55000
achadorbaf,114.7,3.7,4391,330000
axdarax,61.6,0.5,4181,3300
ayhan95_elman97,142.3,7.5,3705,22000
Sotihaye_khandedar,312.4,9.4,16255,33000
ahwaztag,201.0,13.5,3869,22000
iirangardii,27.0,0.4,2996,16500
istanamaco,190.1,20.1,4154,165000
nimamokhtariorg,8.8,0.9,17866,55000
esfahanpnu,3.6,10.8,3636,77000
fatimakarimi_ashpazi,473.9,35.8,3218,16500
Mukbang_bangsong,112.3,3.6,3272,1100
mazeronivangeva,274.3,5.1,3133,2200
tajhizrail,274.1,25.2,3459,55000
asma.nail.clinic,69.8,4.1,2855,11000
Str__guitar,298.4,22.2,2877,38500
pasarmed,41.5,1.8,2644,55000
mohammadmirzaei.ir,198.7,22.2,2421,11000
nowdijeh,17.8,1.3,3343,2200
sally_hosseini,729.1,23.3,2362,88000
starad.graphic,62.9,17.2,1432,11000
mihanproperty.ir,105.3,4.0,1997,55000
Smartrozhan,232.0,37.4,4203,27500
Amozesh.py,603.8,178.4,8491,44000
vrm.offical,185.6,4.7,4029,22000
ourgolestan,47.8,1.9,1732,2200
Iamqazaall,487.7,10.7,6753,11000
Nasertweet,240.2,30.4,1369,440000
mohamad_shahandeh,307.2,34.3,1343,275000
amirhoseinsarfarazian,84.7,6.4,1163,110000
negin_immigration,28.3,2.6,1635,33000
sabashiiin,127.5,4.1,953,22000
adsmarket.ir,6.0,0.0,857,1100
Flora._.cosmetic,216.8,27.4,603,16500
manelistudio.ir,45.4,3.6,629,16500
